Location,Description,Bedrooms,Bathrooms,Living Rooms,Kitchen,Price,Water,Electricity,Garden,Pool
"Kitisuru, Nairobi, Kenya","Located in one of the most prolific and prime suburbs of Nairobi at Kitisuru Terraces is this 4 bedroom Townhouse all en-suite with DSQ. Sitting on a ¼ acre pf plot, the modern townhouse boasts of a master bedroom with a private balcony, a sunken lounge with fireplace showcasing an airy well designed space that opens out to the manicured gardens, a fitted kitchen with pantry and breakfast area, a kitchen yard and in-built wardrobes in all bedrooms. Other highlight features i...read more",4,6,1,?,"ksh 45,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Brookside, Westlands, Nairobi","A very well-kept 4 bedroom townhouse in a gated community, with a friendly neighbourhood in Brookside Gardens where Waiyaki Way is within a 5 min drive.

Downstairs

Sunken lounge
Separate Dining Room
Large kitchen with plenty of cupboard space
Pantry
Utility
Self-contained DSQ for 1 with a separate entrance
Guest bedroom with a separate bathroom
Upstairs

3 very spacious bedrooms, 2 ensuites, 3rd bedroom with the bathroom in the corridor
A large landing which c...read more",4,4,1,?,"ksh 50,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kikuyu, Kenya","Shakiwa Apartments is a magnificently done, already occupied residential apartment development is conveniently located in the beautiful leafy ambiance of Kikuyu town, 100 m from the southern by-pass, and just under 1km off Waiyaki Way next to Muguku Poultry Farm.

The project comprises of spacious 3 bedroom master ensuite and 2 bedroom apartments, lounge balcony, spacious kitchen with a laundry yard, all nested in a highly secured gated community with a perimeter wall, 24 h...read more",2,1,1,?,"ksh 5,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Riverside Drive, Nairobi, Kenya","This three-bedroom duplex all en-suite is located along Riverside Gardens road, off Riverside Drive. The development has 41 luxurious units comprising of 21 spacious, 3 bedroom duplex apartments with domestic staff quarters (DSQ). The apartment block is set on 0.75 acres of prime land &  in a serene area with lush vegetation.

The Master en-suite has an extra room that can be used as a prayer room, bedroom or office space.

First Floor:

Spacious lounge cum dining, open...read more",3,4,1,?,"ksh 19,800,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Old Muthaiga, Nairobi, Kenya","A stunning property located in Kenya’s most distinguished and desirable neighborhood.

Surrounded by embassies and eminent neighbors and within easy reach of Muthaiga Country Club and Muthaiga Golf Club, this property puts you in excellent company.

Set away from the main road on flat, red soil, the house is one of the oldest properties in Muthaiga (built in 1909) and has a separate guest house and a garage / office, all of which have been tastefully maintained.

The ...read more",4,4,1,?,"ksh 400,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Runda, Nairobi, Kenya","An attractive double storey house on 0.5 Acre of mature garden in a quiet secure location of Runda.
This house has been tastefully designed and built to perfection from its waterfall entrance to its lavish spacious rooms.

Ground floor:

Sunken living room
Clock room
Spacious kitchen
Separate pantry
Utility area
2 bedrooms on this floor with a walk-in closet and both having en-suite.
Under staircase storage
upper floor:

Steal grilled door at the top of the stai...read more",6,6,1,?,"ksh 105,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Valley Arcade, Lavington, Nairobi","The apartment enjoys the absolute modern conveniences of new road networks connecting Lavington and other upmarket areas such as Westlands, Riverside and Kileleshwa.

Accommodation comprises a living and dining area with a balcony and refurbished kitchen. A safe haven door secures the bedroom area which features and en suite master bedroom, 2 bedrooms that use a shared bathroom and cloakroom and a laundry/drying area.

Amenities include a restaurant on the ground floor, a...read more",3,2,1,?,"ksh 12,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Runda, Nairobi, Kenya","5bedroom masterpiece on its own compound in Runda sitting on 0.56acres.
It's located in a quiet neighborhood just off Pan-African insurance Avenue.
The house is on 3floors which are well lit and thought out.
• Spacious lounge overlooking the garden
• Fire place
• Spacious dinning room
• Expansive modern kitchen
• A walk through Pantry 
• Guest cloakroom
• Stunning master bedroom with a huge balcony with views, a fire place, walk in closet and a huge bat...read more",5,6,2,?,"ksh 100,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kinoo, Kikuyu, Kenya",Welcome to a development that the quality assured and expected is what is delivered. A project that aims to meet a need for housing yet understanding the fact that it also has to be a worthy investment able to generate income. This Project is been done by leading Scandinavian developers From Denmark under Kenya Property Holdings Aps in conjunction with the Danish Government Organization IFU . The Apartments consist of 2 & 3 bedroom all En-suite Apartment located in the outski...read more,2,2,1,?,"ksh 7,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","These quiet and serene five-bedroom Maisonettes located along Lantana Road off David Osieli Road in Westlands are available for sale. The two semi-detached units within the same compound are being sold off as one since there is only one title for the land.

For families seeking to retain the bond and those wishing to co-habit, this is an ideal investment for you.
One can also acquire a change of use and utilize it for commercial purposes, ideal for a restaurant, kindergart...read more",5,5,1,?,"ksh 60,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kitengela, Athi River, Kenya","Magnificent 5 Br all en suite double storey house with a luxurious Dsq build on 0.125 acres. All the bedrooms, including the Dsq are fitted with jakuzi and golden rain showers.

It has a sunken lounge with separate dining plus an open plan fitted nobila kitchen. There is a family and a movie room well designed for comfort.

The laundries, both for the main house and Dsq, are fitted with washing machine and a dryer. There are parkings for six and cabro paved driveway. read more",5,6,1,?,"ksh 35,000,000",✅,✅,NO Garden,NO Swimming Pool
"Karen, Nairobi, Kenya","Have been looking to buy a house in Karen? Eye Catching Architectural design. Modern Day Luxury made affordable with practical spaces incorporated with strategic location birthed this all rounded Gated community of 22 units of 4 Bedroom Villas. It Boast of its unique to its own features;

-Sunken double volume ceiling lounge. The lounge is well lit as it is characterized with floor to ceiling windows.
– Modern Open Plan Kitchen
– Separate Dining Area
– Vaulted doub...read more",4,4,1,?,"ksh 65,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Runda, Nairobi, Kenya","FOR SALE: 
HOUSE FOR SALE- NAIROBI
5 BEDROOM, 3 ENSUITE -RUNDA.
DSQ FOR 2 ON HALF ACRE

FEATURES:
🔥Swimming Pool

PRICE:
🔥Ksh 90M

read more",5,4,2,?,"ksh 90,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kilimani, Nairobi, Kenya","Located within a gated compound of 16 units, this attractive 3 storey house is further secured by its own access via a remote controlled gate. The total built up area for the house is approximately 4,800 square feet. Accommodation on the ground floor includes a spacious living room with a fireplace that boasts of high ceilings and large windows, as well as a bay window perfect for an evening read. The dining area opens onto the outdoor terrace and a private garden space. The ...read more",5,4,1,?,"ksh 95,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kilimani, Nairobi, Kenya","One bedroom plus servant Quarter for sale along Denis pritt road Kilimani.

Amenities:

High-speed lifts
Borehole water
Electric
Gym
Standby generator
Rooftop garden
Borehole water
Key Details:

1 bedroom Apartments

Spacious lounge and dining area leading to a modern kitchen;
Utility area with sink;
Cloakroom with WC, cubic shower and wash hand basin;
Built-in wardrobes;
Servants quarters;
Ample parking;

Selling price 7.5M
Ready for occupation.read more",1,,1,?,"ksh 7,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Karen, Nairobi, Kenya","Immaculate, newly built 6 bedroom home with a well tended gently sloping one acre garden. This property has some of the best finishes that we have ever seen and therefore is in the top 5 of best houses in the greater Karen area. The property owned “freehold” and is located off Milima Road in Hardy, a peaceful a quiet neighbourhood. The garden abuts the Mbagathi River so one can enjoy the sounds of the birds and the bees and the gentle trickle of the river as it winds past...read more",6,6,1,?,"ksh 135,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kiambu Road, Kiambu, Kenya","Stunning 3,4 & 5 bedroom maisonettes in a gated community where elegance meets affordability.

This Estate is located off Kiambu road near Kiambu Institute of Science and Technology, two kilometers from Kiambu town, and within minutes of Nairobi’s Muthaiga roundabout.
The estate is in close proximity to schools, hospitals, shopping & entertainment amenities.
It is designed to suit every lifestyle.
Phase one is complete and sold out, phase two with a few remaining units...read more",3,3,1,?,"ksh 20,300,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Karen, Nairobi, Kenya","This spacious and eclectic style family home of 5 bedrooms is located on Mbagathi Ridge, the premier address in Karen in Nairobi’s leafy suburbs. The gently sloping 3 acre plot boasts numerous mature trees, a swimming pool, and a yoga pagoda. The property is set within a private and exclusive development of 5 unique and independent residences all accessed from a central entrance gate which is manned day and night by the resident’s security team.

The property has Swahil...read more",5,3,1,?,"ksh 265,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Miotoni Close, Nairobi, Kenya","A 5 bedroom townhouse within a Serene environment
In a gated community with enough security.
read more",5,4,1,?,"ksh 65,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"South B, Nairobi, Kenya","4 BEDROOM MAISONETTE FOR SALE
Master en suite
In built wardrobes

Secure location
Lounge floor is parquet
With detached Dsq 
Acreage: 50x100
With Barckyard.. Billboard at the backyard has in come of 350k p/year 
Own compound in a gated community 
Located in Akiba Estate, South B .
Selling Price: KES.18M (Negotiable).read more",4,3,1,?,"ksh 18,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
